0; 0,000000
1; 0,000000
2; 0,000000
3; 0,000000
4; 0,000000
5; 0,000000
6; 0,000000
7; 0,000000
8; 0,000000
9; 0,000001
10; 0,000001
11; 0,000001
12; 0,000001
13; 0,000001
14; 0,000002
15; 0,000002
16; 0,000002
17; 0,000002
18; 0,000003
19; 0,000003
20; 0,000003
21; 0,000004
22; 0,000004
23; 0,000004
24; 0,000004
25; 0,000005
26; 0,000005
27; 0,000006
28; 0,000006
29; 0,000007
30; 0,000007
31; 0,000008
32; 0,000008
33; 0,000009
34; 0,000009
35; 0,000010
36; 0,000010
37; 0,000011
38; 0,000011
39; 0,000012
40; 0,000013
41; 0,000013
42; 0,000014
43; 0,000015
44; 0,000015
45; 0,000016
46; 0,000017
47; 0,000018
48; 0,000018
49; 0,000019
50; 0,000020
51; 0,000021
52; 0,000021
53; 0,000022
54; 0,000023
55; 0,000024
56; 0,000025
57; 0,000026
58; 0,000027
59; 0,000028
60; 0,000029
61; 0,000030
62; 0,000031
63; 0,000032
64; 0,000033
65; 0,000034
66; 0,000035
67; 0,000036
68; 0,000037
69; 0,000038
70; 0,000039
71; 0,000040
72; 0,000041
73; 0,000042
74; 0,000044
75; 0,000045
76; 0,000046
77; 0,000047
78; 0,000048
79; 0,000050
80; 0,000051
81; 0,000052
82; 0,000054
83; 0,000055
84; 0,000056
85; 0,000058
86; 0,000059
87; 0,000060
88; 0,000062
89; 0,000063
90; 0,000065
91; 0,000066
92; 0,000068
93; 0,000069
94; 0,000070
95; 0,000072
96; 0,000073
97; 0,000075
98; 0,000077
99; 0,000078
100; 0,000080
101; 0,000081
102; 0,000083
103; 0,000085
104; 0,000086
105; 0,000088
106; 0,000090
107; 0,000092
108; 0,000093
109; 0,000095
110; 0,000097
111; 0,000099
112; 0,000101
113; 0,000102
114; 0,000104
115; 0,000106
116; 0,000108
117; 0,000109
118; 0,000111
119; 0,000114
120; 0,000115
121; 0,000117
122; 0,000119
123; 0,000121
124; 0,000122
125; 0,000124
126; 0,000127
127; 0,000129
128; 0,000131
129; 0,000133
130; 0,000135
131; 0,000138
132; 0,000139
133; 0,000141
134; 0,000144
135; 0,000146
136; 0,000148
137; 0,000150
138; 0,000152
139; 0,000154
140; 0,000157
141; 0,000160
142; 0,000161
143; 0,000164
144; 0,000166
145; 0,000168
146; 0,000171
147; 0,000172
148; 0,000175
149; 0,000176
150; 0,000180
151; 0,000182
152; 0,000184
153; 0,000187
154; 0,000190
155; 0,000192
156; 0,000195
157; 0,000197
158; 0,000199
159; 0,000202
160; 0,000204
161; 0,000207
162; 0,000209
163; 0,000213
164; 0,000216
165; 0,000218
166; 0,000221
167; 0,000223
168; 0,000225
169; 0,000228
170; 0,000231
171; 0,000234
172; 0,000237
173; 0,000239
174; 0,000243
175; 0,000246
176; 0,000248
177; 0,000250
178; 0,000254
179; 0,000257
180; 0,000259
181; 0,000262
182; 0,000265
183; 0,000268
184; 0,000271
185; 0,000274
186; 0,000276
187; 0,000280
188; 0,000283
